id,source_name,title,author_name,publish_date,accident_date,content,tags,day_of_the_week,time,time_in_hours,rush_hour,weekend_weekday,locality,road_name,road_type,vehicle_count,vehicle_involved,male_count,female_count,total_driver_count,min_age,max_age,young_driver_involved,adult_driver_involved,senior_driver_involved,child_involved,senior_involved,visibility,wind_speed,temperature,severity,ambulance_called,additional_source_name,additional_url
389,Times of Malta,Watch: The moment car crashes into Marsa building,Times of Malta,12/09/2025,12/09/2025,"Four men escaped injury when the driver lost control of his car and smashed into the facade of a building in Marsa causing some damage. The incident happened on Friday afternoon in Triq Isouard when CCTV footage captured a Mercedes driving round a corner at the top of the street, swerving across the opposite lane and crashing with some speed, climbing the pavement and into the facade of a private residence.  Just seconds earlier, a woman was walking in the street on the opposite side of the road but she stepped off the road and onto the safety of the pavement just as the car crashed into the building opposite. The Mercedes also hit the back of a Citroen parked outside the building, shoving it slightly forward. The four men climbed out of the vehicle seemingly unharmed as they surveyed the extensive damage caused both to the front of the car and to the facade. Stones were seen falling off the facade after the impact. It is not yet known if the owners of the residence were at home at the time of the accident. LESA CEO Svetlick Flores said ""this is normal business for us to see a collision involving a vehicle and a building or a fence"". Last month, a cab driver crashed into a hairdressing salon in Santa Venera causing more than â‚¬10,000 in damages. The driver was charged with drink driving.Â  This is a developing story. More to follow.","{Accident,Marsa,National}",Friday,afternoon,0,0,weekday,Marsa,Triq Isouard,residential,2.0,car-car,3.5,1.0,1.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,med,0.0,,
392,Times of Malta,Motorbike driver and cyclist suffer grievous injuries in Å»abbar,Times of Malta,14/09/2025,14/09/2025,"A motorbike driver and a teenage cyclist both suffered grievous injuries in an accident in Å»abbar The incident happened at around the same time as hundreds of bicycles and motorcyclists were arriving from the Our Lady of Graces Pilgrimage that ends in Å»abbar.Â  A police statement stated that the incident occurred at approximately 1:30 p.m. at Triq Bajada.Â  ""Preliminary investigations show that the incedent involved a Honda motorbike driven by a 52-year-old man from Å»abbar and a 14-year-old boy on a bicycle also from Å»abbar"".Â Â  ""After a medical team provided first aid, they were taken to hospital and were certified to be suffering from grievous injuries"" the police statement said.Â  Police investigations are ongoing.","{Accident,National,Police,Å»abbar}",Sunday,afternoon,1330,0,weekend,Zabbar,Triq Bajada,residential,2.0,motorcycle-bicycle,2.0,0.0,2.0,14.0,52.0,1.0,1.0,0.0,1.0,0.0,10.0,15.8,29.0,high,1.0,,
393,Times of Malta,Man seriously injured after crashing into pole,Times of Malta,14/09/2025,13/09/2025,"A man was left with serious injuries on Saturday night after crashing his car into a pole on the pavement next to a roundabout in Paola. Police said initial investigations suggest the 54-year-old man from Marsa lost control of the Honda Fit he was driving, leading him to crash into the roadside pole on Triq il-Perit Dom Mintoff. The man, a Marsa resident, was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are continuing.","{Accident,National}",Saturday,night,2100,0,weekend,Paola,Triq il-Perit Dom Mintoff,roundabout,1.0,car,1.0,0.0,1.0,54.0,54.0,0.0,1.0,0.0,0.0,0.0,10.0,6.48,25.0,high,1.0,TVM,https://tvmnews.mt/en/news/man-suffered-serious-injuries-after-crashing-into-a-pole-at-paola/
394,Times of Malta,Two men seriously injured in separate traffic accidents,Times of Malta,14/09/2025,13/09/2025,"Two men were seriously injured in two separate traffic accidents on Saturday night. Â  The first accident occurred at around 11pm on the St Paulâ€™s Roundabout, when a 69-year-old man, a resident of the area, collided with the pavement while driving his Mercedes B180, flipping his car and leaving it upside down in a field to the side of the road. The second accident occurred at around 1.30am on Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Taâ€™ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa. Medical staff attended both scenes, with the 69-year-old man and the motorcyclist taken to Mater Dei Hospital for further treatment, where their injuries were certified as serious. Investigations are continuing.","{Accident,National}",Saturday,night,2300,0,weekend,St Paul's Bay,Dawret San Pawl il-Bahar,roundabout,1.0,car,1.0,0.0,1.0,69.0,69.0,0.0,0.0,1.0,0.0,1.0,10.0,4.63,24.0,high,1.0,,
395,Times of Malta,Two men seriously injured in separate traffic accidents,Times of Malta,14/09/2025,13/09/2025,"Two men were seriously injured in two separate traffic accidents on Saturday night. Â  The first accident occurred at around 11pm on the St Paulâ€™s Roundabout, when a 69-year-old man, a resident of the area, collided with the pavement while driving his Mercedes B180, flipping his car and leaving it upside down in a field to the side of the road. The second accident occurred at around 1.30am on Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Taâ€™ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa. Medical staff attended both scenes, with the 69-year-old man and the motorcyclist taken to Mater Dei Hospital for further treatment, where their injuries were certified as serious. Investigations are continuing.","{Accident,National}",Sunday,morning,130,0,weekend,Msida,Triq Mikiel Anton Vassalli,bypass,2.0,car-motorcycle,2.0,0.0,2.0,24.0,34.0,1.0,1.0,0.0,0.0,0.0,10.0,5.56,23.0,high,1.0,,
396,Times of Malta,Tougher measures against reckless drivers go before parliament,Times of Malta,16/09/2025,,"A bill to introduce random testing of motorists for drug and alcohol abuse went before parliament on Tuesday, with the Home Affairs Minister insisting that the changes had been in the works for some months. Calls for tougher legislation reached a crescendo this summer following a spate of traffic accidents in which the motorists involved were found to have been driving under the influence of drink or drugs. But Home Affairs Minister Byron Camilleri told the House that the government had declared its intention to beef up the laws even before parliament rose for the summer recess. ""We want to send a clear message to motorists that they cannot, through their actions, put others in danger,"" he said.Â  Motorists and pedestrians who observed the law deserved protection, he said, and while one could not control what everybody did or did not do, this legislation would serve as a stronger deterrent. Going into the provisions of the law, Camilleri said that henceforth, the police would be able to test motorists for drug abuse in the same way as they did for alcohol. And tests could be carried out randomly and not upon 'reasonable suspicion' as had been the case to date for drink-driving. Limits were not being changed, the minister said, but there would be 'zero tolerance' for anyone driving under the influence of illegal drugs such as cocaine or heroin. The minister pointed out that during talks with a number of organisations, concerns had been raised about how this new approach could negatively affect people taking medical cannabis who were perfectly fit to drive but could still be caught up in the tests. Similarly, people who took recreational cannabis days previously could also be caught up. There was also a risk that people wouldÂ  not take medicines prescribed by doctors for fear of being caught up in drug tests.Â  A well-researched document had been handed to the government and was being seriously considered.Â  The purpose of the new law was to ensure that everyone was responsible behind the wheel and to deter only those who were unfit to drive. But there would be zero tolerance of those who were reckless and prepared to put other people's lives in danger. No risks could be taken, which was why random testing was now also being introduced.Â   The minister said the police had bought new, modern test kits for drug testing. The procedure to be followed was that in the case of a positive drug test, a follow-up test would be taken to confirm the result. The new law also provided that when a traffic accident resulted in a fatality, the motorist would be sentenced to jail if convicted of having been driving under the influence of alcohol or drugs. The possibility of a suspended sentence was being removed. Stiffer fines There would also be stiffer fines for those found to be driving under the influence of drugs or alcohol. The purpose was to strengthen the deterrent against those who, through their recklessness, risked injuring or killing somebody. A fine which previously stood at â‚¬1,800 was now being raised to â‚¬2,500 for a first offence. In a repeat offence, the current fine of â‚¬3,000 was being raised to â‚¬5,000. Furthermore, prosecutors may request immediate suspension of a motorist's driving licence, not when proceedings are completed. The law was also introducing stiffer penalties in hit-and-run cases.Â  In his address Camilleri said this was not the first time that the government was taking tough action to ensure that traffic laws were observed. Penalties for contraventions that could put people's lives in danger had actually been doubled in 2023. But strengthening the law had to be accompanied by actual enforcement, and this was happening too, with just the police having mounted 1,300 road checks this year up to August. Action would increase even more now that the police had a specialised Road Policing Unit.Â  10,000 found driving while on the phone this yearÂ  Action by the police and others such as LESA was not just focused on drink and drug driving. This year, up to August,10,000 fines were issued against motorists found using mobile phones at the wheel. 38,000 had been fined for this offence since 2022. All these people, clearly, were prepared to drive in a manner which endangered others, despite heavy fines, the minister said.Â  This underlined the need for educational campaigns to underscore the point that people should not put other people's lives at risk. ""The message is clear, the mobile phone can wait and if you drink or take drugs, your place is not behind the steering wheel,"" Camilleri said. ""Do not play with people's lives"".","{Drugs,National,Traffic}",Sunday,morning,0,0,weekend,nan,nan,bypass,2.0,car-motorcycle,1.0,0.0,2.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,high,1.0,,
397,Times of Malta,Pedestrian injured in Victoria accident,Times of Malta,16/09/2025,16/09/2025,"A 29-year-old Spanish woman was seriously injured when she was hit by a car in Republic Street, Victoria, Gozo on Tuesday afternoon. The police said the accident happened at 12.15pm. The pedestrian was hit by a Mazda 2 driven by a 69-year-old woman from Victoria. She was hospitalised.Â  The police are investigating.","{Gozo,National,Traffic}",Tuesday,afternoon,1215,0,weekday,"Victoria, Gozo",Republic Street,main road,1.0,car,0.0,2.0,1.0,29.0,69.0,0.0,0.0,1.0,0.0,1.0,10.0,13.0,29.0,high,1.0,,
398,Times of Malta,52-year-old pedestrian seriously injured after being hit by a car in Å»abbar,Times of Malta,17/09/2025,16/09/2025,"A man was seriously injured after he was hit by a car in a parking area in Å»abbar on Tuesday evening.Â  According to the police, the accident happened at 11.30 pm in a parking area in Triq il-Mina taâ€™Hompesch, when a 52-year-old man from Å»urrieq was hit by a Toyota Vitz driven by a 26-year-old man from Kalkara.Â  The pedestrian was taken to Mater Dei Hospital, where he was certified to be suffering from serious injuries.Â  Magistrate Philip Galea Farrugia is leading an inquiry, and police investigations into the accident are ongoing.","{Accident,National,Police,Traffic,Å»abbar}",Tuesday,night,2300,0,weekday,Zabbar,Triq il-Mina ta'Hompesch,bypass,1.0,car,2.0,0.0,1.0,26.0,52.0,0.0,1.0,0.0,0.0,0.0,10.0,6.48,24.0,high,1.0,,
399,Times of Malta,Man accused of Bidnija murder charged with earlier â€˜road rageâ€™ attack,Monique Agius,18/09/2025,20/01/2025,"A man accused of murdering a driver after a minor road collision has been charged with a second alleged road rage incident that took place months before the fatal shooting. Mohamed Hamdan, 46, appeared in court yesterday to face a string of driving offencesÂ  over a January incident in St Paulâ€™s Bay, in which he allegedly rammed his truck into a car following a traffic dispute. The incident, caught on camera and exclusively revealed by Times of Malta, involved Hamdan allegedly attempting to park his truck to make a water delivery to a hotel. Police inspector Warren Galea told the court that the alleged victim, driving a red Mazda, had overtaken Hamdan and blocked his access to the designated delivery spot on Triq it-Turisti.Â   The two men exited their vehicles and initially exchanged words. The situation quickly escalated, and a passenger had to intervene to separate them. Hamdan then returned to his truck and drove into the Mazda, which was later declared a total loss. Three other parked vehicles were also extensively damaged. The court heard that the accused was arrested at the time but released on police bail until February 26, pending the submission of medical documentation by the alleged victim. Despite repeated visits by Hamdan to the Qawra police station to seek updates, the requested documents were not submitted until March. The alleged victim presented a medical certificate and vehicle damage valuation report, both dated January. Hamdan also sustained a scratch, which was certified as slight injuries. Hamdan was called back to the police station on April 15. He requested to have his lawyer, Nicholas Mifsud, present before any interrogation. However, inspector Galea explained that due to Mifsudâ€™s involvement in a high-profile jury case, the interview was postponed. Before a new date could be set, the fatal Bidnija shooting occurred. Hamdan was arrested and charged with murdering Jean Paul Busuttil in yet another traffic dispute. Given the circumstances, police decided to file the earlier road rage charges on July 4 without conducting a formal interrogation. Hamdan pleaded not guilty to wilful damage to a car, slightly injuring the driver, damaging three parked cars through negligent and reckless driving, dangerous driving and recidivism. The alleged victim took the stand yesterday. Cautioned that he could face charges himself, the man chose to testify. He said he had been collecting employees from the BuÄ¡ibba Hotel at around 6.30am when Hamdanâ€™s truck reversed towards him. He claimed he tried to manoeuvre around the truck, asking Hamdan to let him pass so the latter could park. The witness described Hamdan exiting the truck andÂ allegedly swearing and trying to punch him. He said his employees stepped in to defuse the situation, and as he returned to close the back passenger door, Hamdan drove his truck into his car and then several others. Under cross-examination, the alleged victim admitted that his car was in the middle of the road but insisted he had no alternative route to where he was going. He denied pushing Hamdan but admitted to â€œblockingâ€ him when the accused attempted to strike him. Lawyer Jacob Magri, representing the alleged victim as parte civile, requested a protection order following the testimony. The court, presided over by Magistrate Leonard Caruana, is expected to rule on the matter from chambers. The case continues in October. Police inspector Warren Galea prosecuted. Lawyer Nicholas Mifsud assisted Hamdan. Lawyers Arthur Azzopardi and Jacob Magri are assisting alleged victim.","{Accident,Court,National}",Sunday,morning,630,1,weekday,St Paul's Bay,Triq it-Turisti,residential,3.5,car-truck,2.0,0.0,2.0,46.0,46.0,0.0,2.0,0.0,0.0,0.0,10.0,4.63,10.0,med,0.0,,
400,Times of Malta,Motorcyclist seriously injured in Bormla crash,Times of Malta,19/09/2025,16/09/2025,"A motorcyclist was seriously injured after he was involved in a collision with a car in Bormla on Thursday evening.Â  A police statement said the accident happened on Triq San Ä wann t'GÄ§uxa at 8.45pm, when a 54-year-old motorcyclist from Å»abbar riding a Honda motorbike was involved in a collision with a Hyundai I30 driven by a 34-year-old man from Msida.Â  A medical team was called to the scene, and the motorcyclist was taken to Mater Dei Hospital via ambulance. He was later certified as having suffered serious The motorcyclist was seen by a medical team on site and later taken to Mater Dei Hospital, where he was certified suffering serious injuries.Â  Magistrate Monica Borg Galea is leading an inquiry, and police investigations into the accident are ongoing.","{Accident,National,Police}",Tuesday,evening,2045,0,weekday,Cospicua,Triq San Gwann t'Ghuxa,bypass,2.0,car-motorcycle,2.0,0.0,2.0,34.0,54.0,0.0,2.0,0.0,0.0,0.0,10.0,9.26,25.0,high,1.0,TVM,https://tvmnews.mt/en/news/man-suffers-serious-injuries-in-car-motorcycle-collision/
401,Times of Malta,Motorcyclist arrested after Gozo bike theft ends in crash,Times of Malta,20/09/2025,20/09/2025,"A British man was arrested in Gozo on Saturday after allegedly stealing a motorbike in Sannat and later crashing it into another bike in GÄ§arb, leaving one rider grievously injured. Police said the 30-year old suspect was riding a stolen Kymco motorbike when it was involved in a collision with a Honda motorbike driven by a 34-year old man from XagÄ§ra at around 1.30pm in Triq l-GÄ§arb. The Honda rider was certified as being grievously injured. Witnesses reported that the Kymco rider fled the scene on foot. A search was launched, and officers soon tracked him down nearby. Police said the man was â€œaggressive towards the policeâ€ during his arrest, though no officers were injured. Both riders were taken to Gozo General Hospital for treatment. The British manâ€™s condition remains pending. Police investigations are ongoing.","{Accident,Gozo,National,Police}",Saturday,afternoon,1330,0,weekend,Gharb,Triq l-Gharb,bypass,2.0,motorcycle-motorcycle,2.0,0.0,2.0,30.0,34.0,0.0,2.0,0.0,0.0,0.0,10.0,25.0,28.0,high,1.0,,
403,Times of Malta,Pedestrian injured in Pieta' traffic accident,Times of Malta,21/09/2025,21/09/2025,A 77-year-old woman was seriously injured in an accident in Pieta' on Sunday. The police said the accident happened at 8.30am at Sa Maison. The woman was hit by a Hyundai I10 car driven by a 75-year-old man from Sliema.Â  She was hospitalised.,"{National,Traffic}",Sunday,morning,830,0,weekend,Pieta,Triq Sa Maison,bypass,1.0,car,1.0,1.0,1.0,72.5,77.0,0.0,0.0,1.0,0.0,2.0,10.0,6.48,24.0,high,1.0,,
404,Times of Malta,Bidnija â€˜nightmareâ€™ roadworks drag on past June deadline as residents fume,Marc Galdes,21/09/2025,29/06/2025,"Residents are frustrated that works to rebuild Bidnijaâ€™s main road have been ongoing since January, despite an initial June deadline. Infrastructure Malta (IM) attributed the delays mainly to the installation of new sewage pipes. Mosta mayor Joseph Gatt told Times of Malta such setbacks are common in large projects, particularly since no works had been carried out on this road for 30 years. He said the reconstruction should finally be completed within a â€œmaximumâ€ of two weeks. For nine months, IM has been rebuilding Triq il-Bidnija, which is the main road connecting the village to Mosta. A noticeboard on site states that the project was scheduled to last 18 weeks from its start on January 30, meaning it should have been completed by early June. Residents who spoke to Times of Malta on condition of anonymity complained about the inconvenience caused by the delay. Up until Friday, drivers entering Bidnija from Mosta were aallowed to pass through Triq il-Bidnija via a one-way lane. However, residents leaving the village to go towards Mosta were forced to use a narrow concrete country road. Traffic lights were also put up to help direct the traffic. After Times of Malta sent questions to IM, a resident said the traffic lights were taken down and Triq il-Bidnija was opened up for two-way traffic. Works are still ongoing further up the road towards Bidnija church.  Despite the progress, a resident said the roadworks have â€œbeen moving slowly for a considerable number of monthsâ€. Apart from causing inconvenience, a resident said the unfinished road generates a lot of dust, which was even making its way into his home. â€œIt has been a nightmare,â€ the resident said. â€œEvery time a car passes, it raises a cloud of dust that even enters our homes. With school about to start, the traffic and health concerns will only get worse.â€ The resident added that a relaÂ­tive of theirs suffered from bad hay fever attacks. â€œThere is so much dust. When I drive through, I cannot even see whatâ€™s behind me. The least they could do is spray some water on the road to reduce the amount of dust,â€ another resident suggested. Yesterday, after Times of Malta sent questions to IM, workers doused the road with water. In a statement, IM said â€œworks included the deep trenching for a new sewer trunk main and the addition of a new sewer rising main along the site. This factor has substantially compromised the final completion period of works, being in the critical path of the project.â€ Besides this, IM said that as the contractor was instructed to open one lane on the road, this further delayed the project. On the narrow concrete road, a road rage incident on June 29 led to the death of Jean Paul Busuttil. Mohamed Hamdan is accused of driving the wrong way down the road, colliding with Busuttil, then fatally shooting him after retrieving a firearm from his home.","{Infrastructure,Mosta,National,Roads,Traffic}",Sunday,morning,630,1,weekend,Bidnija,Triq il-Bidnija,main road,2.0,car-car,2.0,0.0,2.0,46.0,53.0,0.0,2.0,0.0,0.0,0.0,10.0,5.56,26.0,fatal,0.0,Newsbook,https://newsbook.com.mt/fil-bidnija-imut-wara-li-sewwieq-spara-fuqu-wara-habtaa/
406,Times of Malta,Elderly woman injured as car crashes into a wall,Times of Malta,24/09/2025,24/09/2025,"A woman, 81 from Sta Venera, was seriously injured on Wednesday morning when the car she was travelling in crashed into a wall. The accident happened in Triq Marsalforn, Gozo, at 8am. The car, a Toyota Corolla, was being driven by an 82-year-old man from Zabbar. The police are investigating.","{Gozo,National,Traffic}",Wednesday,morning,800,1,weekday,"Zebbug, Gozo",Triq Marsalforn,bypass,1.0,car,1.0,1.0,1.0,72.5,82.0,0.0,0.0,1.0,0.0,2.0,10.0,12.0,25.0,high,1.0,,
408,Times of Malta,Elderly pedestrian grievously injured in Gozo traffic accident,Times of Malta,25/09/2025,25/09/2025,"A 70-year-old man from St Julianâ€™s was grievously injured in a traffic accident in Rabat, Gozo, on Thursday afternoon. The accident happened at around 2.15pm in Triq ir-Repubblika, when the man was hit by a Lintex HT125T-28 motorcycle driven by a 58-year-old man from Rabat, Gozo. Both men were assisted by a medical team at the scene. The elderly man was then taken to Gozo General Hospital by ambulance, where doctors certified him as suffering from grievous injuries. Police investigations are ongoing.","{Accident,Gozo,National}",Thursday,afternoon,1415,0,weekday,"Rabat, Gozo",Triq ir-Repubblika,bypass,1.0,motorcycle,2.0,0.0,1.0,58.0,70.0,0.0,1.0,0.0,0.0,1.0,10.0,14.8,28.0,high,1.0,,
409,Times of Malta,Motorcyclist grievously injured in Marsascala accident,Times of Malta,26/09/2025,25/09/2025,"A biker was grievously injured on Thursday evening after he was involved in a collision with a car in Marsascala.Â  According to police preliminary investigations, the accident happened at 6pm in Triq Sant Antnin and involved a Toyota Passo driven by a 28-year-old woman from Marsascala, and a Kymco Agility motorbike ridden by a 33-year-old man from Tarxien. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.","{Accident,Marsascala,National,Traffic}",Thursday,evening,1800,1,weekday,Marsascala,Triq Sant Antnin,bypass,2.0,car-motorcycle,1.0,1.0,2.0,28.0,33.0,0.0,2.0,0.0,0.0,0.0,10.0,15.7,27.0,high,1.0,Newsbook,https://newsbook.com.mt/en/motorcyclist-hospitalised-following-collision-in-marsascala/
410,Times of Malta,Watch: This is what students say would get them to vote,Marc Galdes,29/09/2025,,"If there were an election tomorrow, 16- and 17-year-old students who spoke to Times of Malta said they want political parties to give more priority to Maltese people and solve traffic problems by prioritising public and alternative modes of transport. The election of Alex Borg as the new leader of the opposition has shifted the political landscape. He told Times Talk that his plan is to target the vote of young people who feel disenfranchised by politics. In light of this and rumours of an early general election circling, Times of Malta visited GF Abela Junior College during Freshersâ€™ Week on Thursday to ask students what types of policies would encourage them to go out and vote. â€œI would vote for the party that promises to make Malta, Malta again,â€ one student said, adding that the ongoing development and the new buildings emerging lack a sense of Maltese identity and culture. Another student shared similar views, stressing the importance of safeguarding Maltese identity and cultural heritage. â€œWe need to stay united as a country, especially with the number of tourists that are coming to our country,â€ he said, adding that it is important to maintain our traditions like feasts. Malta is â€˜overcrowdedâ€™ Like him, other students said tourism had taken precedence. One student described the quality of tourists Malta is attracting as â€œhorrendousâ€. â€œMaltaâ€™s really changed. Due to high levels of tourism, certain places have to be more avoidable,â€ one student said. Someone else said Malta had become â€œovercrowdedâ€. Students shared these thoughts following a summer when tensions surrounding â€œovertourismâ€ escalated.  â€œSince there are a lot of tourists and immigrants, everything is getting more expensive and itâ€™s putting us teenagers at a disadvantage,â€ she said. Just like her, another student called for â€œliveable wagesâ€. â€œThe prices of everything keep on going up and the wages remain the same and itâ€™s becoming too costly to actually enjoy yourself while youâ€™re living,â€ she said. Trafficâ€¦  Responses showed that improving the public transport system and reducing traffic remains a hot topic for young people. â€œItâ€™s a bit difficult to get to school because of bus times and delays. I think we just need more bus stops in general,â€ one student said. Apart from buses, one student called for the implementation of the metro, which the prime minister has recently hinted at again after having been quietly shelved. Rather than improving public transport, other students called for policies that steer away from car use. â€œI think that cars shouldnâ€™t be allowed in Malta, given Maltaâ€™s small size,â€ one student said. Students also called for infrastructure that supports alternative modes of transport as well as creating more green open spaces.","{Lifestyle,National,Politics,Population,Tourism,Traffic,Transport}",Sunday,morning,0,0,weekend,nan,nan,bypass,2.0,car-motorcycle,1.0,0.0,2.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,high,1.0,,
411,Times of Malta,Woman cleared of causing collision with six parked cars,Monique Agius,30/09/2025,19/03/2022,"A court has cleared a woman of crashing a car into six parked vehicles after the prosecution failed to prove she was the driver. The incident happened in Naxxar Road, Birkirkara, on March 19, 2022. Esther Mifsud was arraigned before Magistrate Yana Micallef Stafrace and accused of dangerous and reckless driving, damaging the six parked cars due to negligence, and driving under the influence of alcohol. She denied the charges. The court observed that affidavits presented in court were â€œinconclusiveâ€ and â€œconfusingâ€ as to who was actually driving the vehicle at the time of the incident. It pointed out that jurisprudence laid down that the evidence on identity needs to be â€œclearâ€ and â€œunequivocalâ€. In this case the prosecution failed to prove beyond a reasonable doubt that the accused was driving the vehicle at the time of the incident and that she was driving under the influence. It was also noted that while the police had alleged that bodycam used by officers on the scene was switched on at the time of the incident, footage was never presented in court. â€œHad this evidence been presented, it would clearly have helped the court to identify the person behind the wheel,â€ Magistrate Yana Micallef Stafrace said. The court acquitted Mifsud of all charges brought against her.</p><p>Police inspector Diane Vella prosecuted. Lawyer Charles Mercieca appeared for the accused.","{Court,National,Traffic}",Saturday,morning,0,0,weekend,Birkirkara,Naxxar Road,main road,3.5,car-motorcycle,0.0,1.0,1.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,low,0.0,,
412,Times of Malta,Car overturns on MrieÄ§el bypass,Times of Malta,02/10/2025,02/10/2025,"A car overturned on the MrieÄ§el bypass on Thursday afternoon. Â  The blue Fiat seems not to have been involved in a collision with another vehicle. Â Police said that the road wardens- LESA took the lead at the scene. Â  Generally, the Police take over a traffic accident when there are injuries. Â  For some minutes, both lanes of traffic in the busy main road were closed, but after officials swept the area and removed the shattererd glass that scattered on the road, one lane of traffic re-opened. Â  Witnesses on site said traffic was flowing.","{National,Traffic}",Thursday,afternoon,0,0,weekday,Mriehel,Mriehel Bypass,bypass,1.0,car,1.0,0.0,1.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,,22.95653992395437,22.890151515151516,high,0.0,,
413,Times of Malta,Motorcyclist grievously injured in early morning Gozo crash,Times of Malta,02/10/2025,02/10/2025,"A motorcyclist was grievously injured in an early morning accident in Qala, Gozo on Thursday. The 47-year old man from Nadur, who was riding a Honda NSC motorbike, was involved in a collision with a Kia Picanto driven by a 53-year old woman from Qala. The accident happened at 5.30am in Triq l-ImÄ¡arr. A medical team was called on site. The motorcyclist was taken to Gozo General Hospital by ambulance where he was certified to have sustained grievous injuries. Police investigations are under way.","{Accident,Gozo,National}",Thursday,morning,530,0,weekday,"Qala, Gozo",Triq l-Imgarr,bypass,2.0,car-motorcycle,1.0,1.0,2.0,47.0,53.0,0.0,2.0,0.0,0.0,0.0,10.0,21.3,21.0,high,1.0,,
414,Times of Malta,Four Maltese die when car plunges into the sea in accident in Croatia,Claudia Calleja,03/10/2025,02/10/2025,"Four Maltese people â€“ two men and two women â€“ were killed in a tragic road accident in Croatia when their car veered off the road and into the sea. The accident happened at around 4.20pm on Thursday, on the D8 state road near Bunica, just south of Senj. The car was travelling from Rijeka towards Senj when the driver lost control in a left bend. The vehicle veered to the right, struck two stone barriers, plunged around 70 metres down a ravine, and ended up in the sea, according to Croatia Week.Â   â€œReports also indicate there is a possibility the driver suffered a medical episode while driving,â€ the news website reported. The bodies were recovered from the water by members of the Croatian Mountain Rescue Service from GospiÄ‡ and transported to the Institute of Forensic Medicine in Rijeka for autopsy and identification. A criminal investigation is underway to determine the exact circumstances of the incident. Times of Malta is withholding the names of the victims until it is clear their families are informed.Â  More details to follow","{Accident,National}",Thursday,afternoon,1620,1,weekday,"Bunica, Croatia",D8 state road,bypass,1.0,car,2.0,2.0,1.0,66.0,68.0,0.0,0.0,1.0,0.0,4.0,,22.95653992395437,22.890151515151516,fatal,1.0,,
416,Times of Malta,Passengers injured in unfortunate crash,Times of Malta,05/10/2025,04/10/2025,"A woman and two children were injured late on Saturday when their car was hit by a vehicle which was involved in a crash in the opposite lane. The accident happened on the Gudja Bypass at 11pm. The police explained that the first collision involved a Suzuki Baleno driven by a 49-year-old man from Swieqi and a Hyundai Getz driven by a 19-year-old man from San Ä wann. The Hyundai ended up in the opposite lane where it crashed into a Renault Captur. The Renault was being driven by a 50-year-old man accompanied by two women aged 69 and 43 and a boy and girl, both aged 14, all residents of Rabat. The 43-year-old woman and the children were hospitalised, with the boy suffering a serious injury, police said. The others suffered slight injuries. The police are investigating.","{Gudja,National,Traffic}",Saturday,night,2300,0,weekend,Gudja,Gudja Bypass,bypass,3.0,car-car,3.5,2.5,3.0,14.0,69.0,1.0,2.0,0.0,2.0,1.0,10.0,8.33,18.0,high,1.0,,
